-186.93,469.8,-310.33,-22.269,551.02,-793.34,-192.25,886.32,364.96,-557.39,745.22,-844.79,-10.289,-378.57,-163.37,879.21,156.19,509.44
146.83,871.96,-254.1,769.39,-163.04,29.872,-633.62,-393.88,-261.93,255.48,-222.22,-46.687,417,-885.09,899.49,-639.04,617.52,-374.85
-654.84,664.38,8.2916,-745.64,788.39,113.68,-105.09,-566.22,251.98,-260.07,-607.09,-104.67,-503.98,62.561,-736.67,605.98,282.21,863.99
-194.3,809.78,17.557,379.21,601.26,-225.98,-95.019,-549.99,-725.5,872.63,-215.48,-48.92,465.58,669.67,-871.12,-388.17,300.5,-532.56
-14.127,678.8,-170.13,-603.13,683.23,-196.67,243.12,-120.86,-725.89,413.44,248.44,-883.74,-667.98,585.8,-385.39,866.51,87.496,-53.813
399.82,-70.928,156.24,-760.1,-882.46,872.52,531.95,-226.16,-521.23,-501.08,897.09,-886.31,443.13,-176.68,220.39,725.94,-338.73,-725.32
-443.71,178.34,-280.39,651.82,-98,67.839,-793.4,439.24,552,-136.35,-308.59,-855.19,620.56,-644.99,227.84,424.81,62.331,342.25
-142.14,419.27,899.92,525.16,-294.86,-750.6,285.92,127.91,14.653,-648.07,-796.33,1.6884,-187.69,301.41,-496.55,853.36,-335.78,593
-822.89,441.32,553.26,-317.9,-53.515,-632.64,787.31,244.65,-161.95,-364.42,-61.68,-709.83,-534.1,251.32,640.09,436.01,825.48,-206.96
101.23,-416.34,447.93,-197.53,878.69,-56.58,-891.71,403.91,208.59,894.27,-591.66,-780.59,-360.44,-194.24,-32.812,121.66,489.51,281.27
295.68,-203.31,469.34,393.09,-447.03,596.91,-842.51,-11.039,-313.89,214.87,106.86,-767.83,809.6,-261.06,-61.795,316.44,-899.92,649.74
474.56,108.7,897.21,-812.64,278.22,-246.55,-121.2,623.53,-317.4,-758.54,893.4,-69.049,386.53,91.738,-284.48,-891.79,-453.46,243.54
-100.76,393.51,-360.04,-793.5,286.32,-569.71,137.84,299.89,493.3,-894.31,555.81,127.53,-424.64,-29.928,-198.05,-642.86,301.65,752.75
-617.04,720.93,295.19,-883.13,527.45,-182.32,-33.315,140.23,437.88,639.11,315.19,850.2,173.21,-729.19,-881.32,-366.15,451.77,-38.053
-218.7,-461.57,809.7,264.89,-746.98,707.31,-35.873,117.34,-329.88,-873.01,772.61,-16.292,-405.12,-148.53,556.49,-675.72,410.32,-263.7
-91.149,-637.36,-95.502,557.43,-218.41,34.533,285.64,576.11,-502.96,-49.422,-635.4,232.87,378.18,873.06,-488.13,-853.44,691.42,-354.53
