1.026242190939046486e+04,8.406221340979354864e+03,8.806013398740455159e+03,8.033598000274798324e+03,7.276911035806961991e+03,7.650485729947231448e+03,9.535228845273897605e+03,7.811155154182030856e+03,7.266220885390490366e+03,8.735455812185711693e+03,1.014953903649572749e+04,8.791152271520493741e+03,9.947045494050726120e+03,8.317352683873468777e+03,9.535151402917283121e+03,6.345391703121077626e+03,7.171991442164768159e+03,7.152352691639302975e+03,8.947065820367695778e+03,8.604259205123420543e+03,9.026822077376849847e+03,9.212065670022890117e+03,9.274544048157978978e+03,9.704193279838858871e+03,9.997120842304188045e+03,6.514995804785092332e+03,1.830520730030154937e+03,2.124758545583563318e+03,1.439086525380103240e+03,3.436445109231267452e+03,4.002069925446403431e+03,5.924356336024286065e+03,5.575048551526826486e+03,2.166306730698835963e+03,1.240215385065925148e+03,5.967513356475800720e+03,2.521218769441483346e+03,5.221002471258636433e+03,3.246418326644483386e+03,4.569361193650537643e+03,3.132789827283792420e+03,4.610682239106389716e+03,3.910491449754208588e+03,5.492627010055212850e+03,2.894776115431313883e+03,4.466886266373956460e+03,1.256646063892263328e+03,3.164072622251978828e+03,3.137536846102084382e+03,4.707440794238104900e+03
7.212719242120359922e+03,9.660285289485760586e+03,9.618879830721996768e+03,6.182336006894334787e+03,8.770165374878195507e+03,8.064894746150205719e+03,8.026159734829708214e+03,6.423286264999820560e+03,9.094893207147517387e+03,9.920035795850231807e+03,8.992368906558678646e+03,6.895549140228101351e+03,9.474546855373973813e+03,8.178633732738795516e+03,7.325054893989607081e+03,9.117815805927933980e+03,6.634917160401351794e+03,8.876156015651929920e+03,8.535639195451009073e+03,8.153711443713706103e+03,7.358811842052858083e+03,8.253520163905704976e+03,8.693493578702944433e+03,1.002910748388983120e+04,1.000289297848086062e+04,4.337254463803999897e+03,3.475888498639747922e+03,4.832259240844894521e+03,3.285314653008874757e+03,5.320147319517499454e+03,1.915490778337706161e+03,5.580244874518068173e+03,3.616811722098412247e+03,1.533614847137243032e+03,4.150730912327185251e+03,2.224671329941380463e+03,3.457244454996880449e+03,5.337600017482322983e+03,4.198892449923258027e+03,2.462496067149951614e+03,3.122641149506475813e+03,4.004654911338820057e+03,4.447422990273706091e+03,3.437612829135229731e+03,2.851857997664229515e+03,4.814213462727237129e+03,4.679266410975933468e+03,1.572631603234277463e+03,6.442677632717821325e+03,5.207241646355593730e+03
7.021526295607526663e+03,6.307819695097450676e+03,7.641648746514646518e+03,9.499769985707858723e+03,9.187672870224940198e+03,1.004816857232814073e+04,9.159017331800183456e+03,6.999786473101321462e+03,7.819865844962235315e+03,7.860504645348608392e+03,9.678024204415454733e+03,8.777379356340745289e+03,7.595639654101426459e+03,7.484478355423645553e+03,8.617066749435471138e+03,8.026700899554308307e+03,9.031585698318664072e+03,8.342819089970904315e+03,9.856145836136991420e+03,9.643454367712703970e+03,8.087179639599179609e+03,1.012549079630022970e+04,6.797396944125099253e+03,9.758551520688515666e+03,8.534600064596954326e+03,2.554144737477925901e+03,3.417084260338165222e+03,2.010853016825571785e+03,4.869106381325563234e+03,2.292043625076354147e+03,5.374148450824621250e+03,2.919363259510604621e+03,3.514686237177717885e+03,3.741463406533390298e+03,5.307956850068818312e+03,5.705486666919867275e+03,3.569977426803346589e+03,4.442461409792017548e+03,2.387888557860809215e+03,2.665963357578881642e+03,4.625256614270145292e+03,4.815971959443518244e+03,1.230171881125488881e+03,4.613326857379324792e+03,3.955064727695428246e+03,5.835786076724662053e+03,6.450487760648829862e+03,3.082364840841848945e+03,6.171297383925269969e+03,3.200361390247991494e+03
9.461401333477362641e+03,9.386242877155484166e+03,9.253572219092584419e+03,7.805970261569878858e+03,8.449822112081426894e+03,6.698552111262916696e+03,7.572734689449427606e+03,9.221522853540940559e+03,6.553743517428885752e+03,6.769682864060870088e+03,7.840987708193571962e+03,8.996457012485132509e+03,9.970657393509558460e+03,9.867257543509058451e+03,7.694168662794312695e+03,9.387628584820235119e+03,9.993260724259067501e+03,8.737390823639878363e+03,7.260531444463535081e+03,7.238924479035514196e+03,9.046083188598886409e+03,8.663632554462254120e+03,8.367296221638445786e+03,7.544456980393782032e+03,9.376559989361530825e+03,3.993223196709228432e+03,1.810054464887790118e+03,1.344280759803645424e+03,3.011627309103554580e+03,2.374474098624924409e+03,4.038792165510583345e+03,3.366488478060290618e+03,5.826210085257634091e+03,3.210159241012962866e+03,3.610382807417988261e+03,5.428015191539451735e+03,4.941064623158935319e+03,6.290313346849756272e+03,5.739147938619988054e+03,2.511662988272574239e+03,2.309630085640528705e+03,4.565061229647467371e+03,1.848889770806098340e+03,3.113866822277004303e+03,2.315080943504621700e+03,2.560222611806861551e+03,5.274117044481698031e+03,1.147812777714798131e+03,5.162307662151541081e+03,5.373647232959981011e+03
7.685899933506897469e+03,9.613838567866974699e+03,8.961258056171727731e+03,6.955212736075814064e+03,9.236860173544420832e+03,1.011198490090013001e+04,7.693763015155546782e+03,6.362344755581280879e+03,8.414938026885756699e+03,7.188471519983622784e+03,9.240121694045046752e+03,7.691223584572157051e+03,9.032304910394537728e+03,8.168414898489383631e+03,9.912997604800737463e+03,9.153956795995851280e+03,8.013070446436686325e+03,9.395732709585279736e+03,8.875495308053408735e+03,9.389384112168394495e+03,8.147147785650930018e+03,7.506296850546706992e+03,7.274877399308722488e+03,6.801861547668595449e+03,9.591596150838799076e+03,4.548177736569114131e+03,5.010100801926728309e+03,3.274229135880133526e+03,2.523082483156083981e+03,4.502148474123366213e+03,6.185459509196372892e+03,3.276727629348339633e+03,3.301001137942744663e+03,4.067085309938029241e+03,3.949089970991432892e+03,1.285019346811632204e+03,2.749417109590596738e+03,2.003908378246847860e+03,3.670422135820006588e+03,5.636402189408409868e+03,2.880231244808056545e+03,3.027970044506583690e+03,2.566150296749463450e+03,6.020825443097502102e+03,3.811877785105139537e+03,5.103714583006015346e+03,3.711519185981201645e+03,3.217464984705610732e+03,2.896874860005379105e+03,6.018955301006564696e+03
7.251122157851763404e+03,8.150346056214360942e+03,6.470315513577976162e+03,6.933078094154270730e+03,1.011307385138901373e+04,8.222946127185154182e+03,7.063802336582592943e+03,1.029857626951560815e+04,8.162333377081320577e+03,9.439875083355174866e+03,6.880195640780590111e+03,8.132240821837056501e+03,7.380767185110804348e+03,9.823202206124598888e+03,9.832496568662996651e+03,8.856084196348421756e+03,1.023225043900379023e+04,9.474315139386504597e+03,9.031655386109681785e+03,8.398707430143858801e+03,7.183574672848672890e+03,8.595571523105021697e+03,8.863392592472982869e+03,6.159002367624058024e+03,8.700094219532915304e+03,3.911782475219624757e+03,1.546829344749435450e+03,3.620712415204611716e+03,2.523186880059458417e+03,5.623934799107739309e+03,5.565163963811136455e+03,3.272598329747484968e+03,6.471563947579655178e+03,4.755983258542004478e+03,3.779789452969135255e+03,3.634122320628540365e+03,3.522280473910476758e+03,2.792470056692235175e+03,5.206192826623883775e+03,4.002896186159536228e+03,4.210363057920623760e+03,6.069684717526938584e+03,3.346437595484301710e+03,2.426548111257325672e+03,2.238053467283714781e+03,4.631264760457858756e+03,2.669363190495190793e+03,1.126498030054251103e+03,3.289717999837251682e+03,4.723480958196076244e+03
9.676124052241477330e+03,9.320737742377501490e+03,8.476409817608580852e+03,8.787365948278305950e+03,6.897974290058251427e+03,8.094092896972231756e+03,8.451938015597403137e+03,9.590779405417009912e+03,9.847426332890509002e+03,9.225770423931593541e+03,7.378907065272545879e+03,1.012356883044862479e+04,8.837323892486565455e+03,6.854383016753869924e+03,6.841472888958463045e+03,6.478902571153669669e+03,8.797489350457268301e+03,7.472617427473071075e+03,8.169024342923854419e+03,8.454786301016149082e+03,8.796197311631243792e+03,1.030987504269260171e+04,7.089275621116369621e+03,9.365876341450451946e+03,7.543545943429688123e+03,2.924600786439748390e+03,3.181647295994399428e+03,1.948241229128902887e+03,5.765349049871396346e+03,2.914999488009933884e+03,3.740886641785360098e+03,6.041550331739854300e+03,4.472124666955372959e+03,5.098228245308111582e+03,1.006082683121704576e+03,4.172517959953492209e+03,6.017447934166231789e+03,5.164101357956082211e+03,3.897653909287466377e+03,3.483983087899056045e+03,3.169133938540058807e+03,2.601700544844313299e+03,4.661667474044312257e+03,5.124487680314412501e+03,4.460250802116057457e+03,4.073731334739366048e+03,6.399757096318905496e+03,2.549846553185991070e+03,1.836201764499264527e+03,2.800122811487573927e+03
6.816844798885558703e+03,7.048354172045657833e+03,8.131879735884906040e+03,7.023659801747584424e+03,9.426460671270400780e+03,6.337472088867913044e+03,9.829633498241486450e+03,9.673846537894212815e+03,8.671614313435293298e+03,7.448436482116233492e+03,8.384066719497499435e+03,9.680388262929129269e+03,7.358215268347240453e+03,6.790359027723692634e+03,7.854514782083375394e+03,9.647505417708289315e+03,7.592176710241213186e+03,8.693175722410887829e+03,8.583578317132683878e+03,8.862108551004817855e+03,8.177865662015102316e+03,7.546352452076432201e+03,9.102428710069469162e+03,7.984765989509832252e+03,7.536182448399364148e+03,3.230951656907795950e+03,2.798749708383666075e+03,2.178526329830407576e+03,3.770365758457879565e+03,4.038699282771922299e+03,3.485897837262125449e+03,6.249638925858953371e+03,5.823180579135821972e+03,9.262603078833595873e+02,2.744028270911896016e+03,4.314359214974684619e+03,4.888099828622072891e+03,4.337825128885344384e+03,4.204504143212285271e+03,5.276159646244483156e+03,3.419145553582905450e+03,1.943933765245875975e+03,4.884214476902265233e+03,6.015821827403236966e+03,3.326914854377903794e+03,1.405435874936560367e+03,3.491736909518239827e+03,3.793092076477567844e+03,2.910953580695937035e+03,4.772707224173378563e+03
8.698384264161561077e+03,9.649519086832255198e+03,7.161769545802366338e+03,6.715217276834988297e+03,6.379012430412065441e+03,7.321475601482592538e+03,8.646760392572788987e+03,6.803448390070446294e+03,9.715146260110228468e+03,9.974961613535004290e+03,1.031863429184702181e+04,7.872341391829068016e+03,9.113134693151039755e+03,8.097069008278293950e+03,7.405755994554062454e+03,8.385345431161189481e+03,6.749807338859472111e+03,8.948325991289926606e+03,8.170590379636698344e+03,9.889983357886419981e+03,8.893166971549193477e+03,8.239129253243661879e+03,6.105258115227947201e+03,7.451057063418593316e+03,7.937028919272212079e+03,2.325454496906622353e+03,5.833445573904004050e+03,3.582789665219612289e+03,3.954107340354764347e+03,3.587146920624085851e+03,4.929336448131723046e+03,3.561606255590603723e+03,3.046863700277992393e+03,4.967273913133835777e+03,4.449246277652542631e+03,6.437197472548585210e+03,4.286821855814580886e+03,3.693411400758697255e+03,1.454471933027848081e+03,4.496604142049323855e+03,4.664835232974084647e+03,3.442596902997657253e+03,4.764109344010725181e+03,3.740708750333213175e+03,5.478850465263403748e+03,4.240936430615624886e+03,2.859545997857710063e+03,3.290784868628959885e+03,3.108726637456270964e+03,4.968863440736935445e+03
6.544690115916722789e+03,8.838338487269083998e+03,9.750264608643636166e+03,7.222273638205081625e+03,6.706565331962277014e+03,9.441611149318961907e+03,1.014754010019180350e+04,7.841814656292542168e+03,8.875875107500512968e+03,8.181043490721229318e+03,9.375940866867751538e+03,8.449484149756832267e+03,7.163692847952766897e+03,7.902324383848463185e+03,7.312266315481216225e+03,7.830612396229878868e+03,8.799176387605604759e+03,8.426215523129245412e+03,8.822061533984438938e+03,8.352107472141477047e+03,6.481324067670448130e+03,8.583777122973178848e+03,7.266556989272508872e+03,9.056155784523280090e+03,1.008929218029222830e+04,3.330749022207209237e+03,4.055141291479321353e+03,5.259491660055716238e+03,3.960258329045876053e+03,4.073941100732209179e+03,5.967680850952026049e+03,6.063779020591206063e+03,2.926846436364206056e+03,5.876803946143300891e+03,3.534840105504278654e+03,1.053958593254278640e+03,5.488552488486657239e+03,2.593951409347092977e+03,4.906823570981361627e+03,4.618126145684939729e+03,2.510671772056580721e+03,5.094944106326715882e+03,6.271252393012217908e+03,2.790533922122599051e+03,2.895931136025249543e+03,2.932114581197243751e+03,1.041781635668991612e+03,3.165107831124415497e+03,1.854796721252092084e+03,6.461768007093359302e+03
