424.6448,-794.1304,-341.3201,627.8602,857.0165,-441.7192,-861.0665,-185.4462,267.8601,223.3334,-61.8712,-766.6392,798.5329,-1299.8883,-16.7043,854.0029
-813.5940,1074.9039,533.5200,-973.4745,525.0754,-1277.5658,-83.0172,-90.9995,385.0673,390.9327,659.7845,-774.9078,1054.6008,-515.5292,-280.6227,-41.7689
957.5824,-1118.8084,-796.8275,146.5634,966.3301,155.0871,-403.3941,371.1373,-327.9731,511.8569,-313.1616,69.2668,-1136.6507,-715.7749,-244.9113,560.5495
457.6408,-11.6134,-1140.5136,-8.6587,1089.2654,-746.8401,123.6834,-815.0381,801.2369,1175.6127,-376.8070,-632.0864,-1193.4176,-61.8852,301.8109,506.2191
515.5861,101.4754,416.2565,-7.8886,1034.5058,656.2741,201.4897,-18.5613,-442.8686,1004.1957,-712.9824,-1297.9888,-857.6223,1287.5715,-102.6157,-939.6244
-303.3716,104.5311,-1067.6294,-316.3961,133.4602,927.5280,1283.7941,917.2192,-651.3579,885.7636,-1128.7131,116.1393,524.5190,-751.9434,-293.9813,-831.4212
729.4164,574.7977,1133.9326,715.6669,-478.9695,100.8577,104.0926,-223.3614,-1277.5619,-1007.6186,-992.3727,-447.9034,-183.0447,373.0061,1299.9282,367.2490
-695.9064,-999.9309,-1074.4720,566.4331,10.6257,475.9975,-232.9525,-677.7102,260.9323,1053.6084,80.0787,50.4335,1044.8410,521.7284,1064.9348,-236.5460
-1171.1120,-445.4635,89.8314,-448.5106,1159.8272,1131.5973,-726.0185,-68.2500,385.7985,-649.2374,748.0174,-1019.0575,712.6142,404.3180,761.6535,427.3067
1040.8002,-651.7154,508.4123,425.5790,494.5878,92.1582,-9.0933,-656.5272,-259.0224,52.0381,150.0053,-259.7235,1299.6686,-1147.0695,-958.3957,940.5785
-710.5531,1019.3459,85.3090,337.4597,215.0965,-1299.0096,869.4029,774.9790,231.8753,-383.8970,769.6966,1299.7303,-387.0700,-1044.7123,-61.6841,-771.3480
-937.7104,-977.5078,5.1700,-958.6347,913.5174,601.0382,-6.4236,-510.9605,-973.9418,1228.8910,879.8847,-246.3175,831.2051,1255.8166,582.0216,-308.1675
918.0905,-447.1647,-4.3485,624.2003,-423.7825,1056.2866,299.3487,1095.3465,-352.6640,713.3077,204.5741,-831.0485,-1182.3166,-5.2104,-872.5180,1286.0164
-356.4032,1239.3998,-420.4319,835.4443,820.0673,425.1219,406.2521,-446.2060,-1004.3272,-762.7578,-117.8384,637.6220,812.2365,1268.6492,-1271.7091,375.7621
-1193.8932,-413.2483,777.0903,1262.0991,991.8796,793.4530,-1215.7156,720.7110,-638.8008,307.2472,-970.3215,-112.0166,299.7471,-395.0737,-743.4394,280.5617
668.9309,-890.5522,-1193.2383,-1227.3012,-531.3834,353.2703,408.3169,781.6990,498.5753,289.8547,-575.2106,913.7360,-769.0934,-226.5068,-167.5854,-180.3320
333.5780,-433.6854,-265.7142,-433.0925,1030.3533,640.7803,-1162.6864,-820.7590,1004.1718,352.0389,12.8620,-761.0607,3.8047,969.0274,1261.7649,-1191.5271
142.6530,-319.5592,-95.2413,650.7958,-1111.0269,1245.2201,-565.4830,-416.1205,451.0833,658.7309,1075.9785,-112.5884,-837.1193,652.8116,851.4299,-1289.1995
937.0774,-562.6655,-531.1065,-133.1123,816.7590,-1164.0845,510.5629,916.9317,1299.0580,286.2558,-1043.1477,481.2881,-138.2226,305.5878,1029.7833,-778.0406
-1110.8292,-878.3471,728.2962,355.7526,-79.7428,1202.0315,728.3489,-158.7106,-226.7522,-1070.9906,1147.8509,-263.8528,-357.0446,1221.3806,429.8915,405.4987
358.8843,-1231.1254,867.6980,-1266.0845,-621.1383,384.1536,-683.3432,-358.2076,308.9498,157.3615,1152.5851,828.5180,617.6091,-1038.7925,1170.9288,85.1284
-420.1590,564.4393,997.8251,-267.4817,-979.8529,280.7501,-476.5928,299.7006,562.4823,-1199.5125,-741.8946,1218.5820,-492.3796,295.0659,607.7084,1007.1654
442.9466,-910.7460,-77.9138,-61.0012,-750.8649,-995.7697,429.1664,396.6727,969.4282,954.8345,-81.5190,-951.9919,1254.4066,-1298.1692,-278.2928,414.9518
-175.6073,596.8846,-587.7841,1241.2773,-882.9434,-345.8984,665.4940,-573.0876,550.5010,224.4189,-1195.1652,-210.6786,694.9476,-1175.9055,-1243.0396,964.7344
