0.0156401750, 0.0497090909, 0.0811024638, 0.1050883329, 0.1190301631, 0.1222668202, 0.1159445367, 0.1025108097, 0.0850102571, 0.0663764744, 0.0489239316, 0.0340999223, 0.0225045684, 0.0140748572, 0.0083476946, 0.0046969535, 0.0025085092, 0.0012722583, 0.0006121243, 0.0002800569
0.0160603406, 0.0505505145, 0.0819830525, 0.1057499960, 0.1193358219, 0.1221984173, 0.1155760398, 0.1019692096, 0.0844235601, 0.0658456959, 0.0485050891, 0.0338090323, 0.0223256437, 0.0139809080, 0.0083077280, 0.0046869749, 0.0025115224, 0.0012782659, 0.0006181286, 0.0002840591
0.0161721859, 0.0508890251, 0.0824912508, 0.1063219454, 0.1198526110, 0.1225601443, 0.1157267982, 0.1019010745, 0.0841755826, 0.0654829001, 0.0480984754, 0.0334175833, 0.0219903321, 0.0137177024, 0.0081175992, 0.0045588981, 0.0024314790, 0.0012312426, 0.0005921166, 0.0002710534
0.0162850127, 0.0512314778, 0.0830033556, 0.1068967759, 0.1203712687, 0.1229217405, 0.1158734366, 0.1018278382, 0.0839225257, 0.0651160465, 0.0476888224, 0.0330261098, 0.0216550062, 0.0134554893, 0.0079294670, 0.0044328201, 0.0023524352, 0.0011852193, 0.0005671049, 0.0002580477
0.0163988206, 0.0515768712, 0.0835193653, 0.1074764860, 0.1208917934, 0.1232822045, 0.1160159547, 0.1017495009, 0.0836633901, 0.0647441360, 0.0472771317, 0.0326336130, 0.0213196670, 0.0131962698, 0.0077433319, 0.0043087411, 0.0022753914, 0.0011401961, 0.0005420932, 0.0002450421
0.0164747513, 0.0518086520, 0.0838660056, 0.1078650135, 0.1212402471, 0.1235216281, 0.1161093903, 0.1016939829, 0.0834869423, 0.0644937705, 0.0469998490, 0.0323704059, 0.0210975233, 0.0130231749, 0.0076202726, 0.0042277060, 0.0022253716, 0.0011111856, 0.0005270880, 0.0002370396
0.0165906545, 0.0521603457, 0.0843905025, 0.1084513522, 0.1217644823, 0.1238798208, 0.1162455993, 0.1016052568, 0.0832183149, 0.0641132581, 0.0465824532, 0.0319761162, 0.0207643223, 0.0127670427, 0.0074371900, 0.0041066571, 0.0021503441, 0.0010681709, 0.0005030805, 0.0002250360
0.0166685503, 0.0523960166, 0.0847429657, 0.1088446532, 0.1221146835, 0.1241179901, 0.1163337991, 0.1015435362, 0.0830357045, 0.0638567701, 0.0463030844, 0.0317128521, 0.0205421429, 0.0125959272, 0.0073161194, 0.0040276162, 0.0021023217, 0.0010401591, 0.0004880747, 0.0002170332
0.0167863837, 0.0527534910, 0.0852751091, 0.1094375401, 0.1226404149, 0.1244736753, 0.1164625377, 0.1014454052, 0.0827557513, 0.0634690126, 0.0458805150, 0.0313174471, 0.0202108699, 0.0123427527, 0.0071370135, 0.0039105553, 0.0020302883, 0.0009991419, 0.0004660662, 0.0002060293
0.0168662938, 0.0529932071, 0.0856316459, 0.1098349376, 0.1229927270, 0.1247099606, 0.1165458502, 0.1013757871, 0.0825662290, 0.0632075962, 0.0455982014, 0.0310532232, 0.0199897186, 0.0121746558, 0.0070189546, 0.0038335214, 0.0019832697, 0.0009731323, 0.0004520615, 0.0001990271
