0.90, 1.98, 3.18, 4.40, 5.64, 6.87, 8.11, 9.35, 10.59, 11.83, 13.07, 14.31, 15.56, 16.80, 18.04, 19.28, 20.52, 21.77, 23.01, 24.25
0.90, 1.98, 3.18, 4.40, 5.63, 6.87, 8.11, 9.35, 10.59, 11.83, 13.07, 14.31, 15.55, 16.79, 18.03, 19.27, 20.52, 21.76, 23.00, 24.24
0.90, 1.98, 3.18, 4.40, 5.63, 6.87, 8.11, 9.34, 10.58, 11.82, 13.06, 14.30, 15.54, 16.78, 18.02, 19.26, 20.50, 21.74, 22.98, 24.22
0.92, 1.99, 3.19, 4.41, 5.64, 6.87, 8.11, 9.34, 10.58, 11.82, 13.05, 14.29, 15.53, 16.77, 18.01, 19.24, 20.48, 21.72, 22.96, 24.20
0.93, 2.00, 3.20, 4.42, 5.64, 6.88, 8.11, 9.35, 10.59, 11.82, 13.06, 14.30, 15.54, 16.77, 18.01, 19.25, 20.49, 21.72, 22.96, 24.20
0.94, 2.02, 3.21, 4.43, 5.65, 6.89, 8.12, 9.36, 10.60, 11.84, 13.07, 14.31, 15.55, 16.79, 18.02, 19.26, 20.50, 21.73, 22.97, 24.21
0.96, 2.03, 3.22, 4.44, 5.67, 6.90, 8.13, 9.37, 10.61, 11.84, 13.08, 14.32, 15.56, 16.79, 18.03, 19.27, 20.50, 21.74, 22.97, 24.21
0.97, 2.04, 3.23, 4.44, 5.67, 6.90, 8.14, 9.38, 10.61, 11.85, 13.09, 14.32, 15.56, 16.79, 18.03, 19.26, 20.50, 21.73, 22.97, 24.20
0.97, 2.04, 3.23, 4.44, 5.67, 6.91, 8.14, 9.38, 10.61, 11.85, 13.09, 14.32, 15.56, 16.80, 18.03, 19.27, 20.50, 21.73, 22.97, 24.20
0.97, 2.04, 3.22, 4.44, 5.67, 6.90, 8.14, 9.38, 10.61, 11.85, 13.09, 14.33, 15.56, 16.80, 18.04, 19.27, 20.51, 21.75, 22.98, 24.22
0.96, 2.03, 3.22, 4.44, 5.67, 6.90, 8.14, 9.38, 10.61, 11.85, 13.09, 14.33, 15.57, 16.81, 18.05, 19.28, 20.52, 21.76, 23.00, 24.24
0.95, 2.02, 3.21, 4.43, 5.66, 6.90, 8.13, 9.37, 10.61, 11.85, 13.09, 14.33, 15.58, 16.82, 18.06, 19.30, 20.54, 21.78, 23.02, 24.26
0.93, 2.01, 3.20, 4.42, 5.66, 6.89, 8.13, 9.37, 10.61, 11.85, 13.10, 14.34, 15.58, 16.82, 18.06, 19.31, 20.55, 21.79, 23.03, 24.27
0.92, 2.00, 3.20, 4.42, 5.65, 6.89, 8.13, 9.37, 10.61, 11.85, 13.10, 14.34, 15.58, 16.82, 18.07, 19.31, 20.55, 21.79, 23.04, 24.28
0.92, 2.00, 3.19, 4.42, 5.65, 6.89, 8.13, 9.37, 10.61, 11.85, 13.09, 14.34, 15.58, 16.82, 18.07, 19.31, 20.55, 21.79, 23.04, 24.28
0.92, 2.00, 3.20, 4.42, 5.65, 6.89, 8.13, 9.37, 10.61, 11.85, 13.09, 14.34, 15.58, 16.82, 18.06, 19.31, 20.55, 21.79, 23.04, 24.28
0.92, 2.00, 3.20, 4.42, 5.65, 6.89, 8.13, 9.37, 10.61, 11.85, 13.09, 14.34, 15.58, 16.82, 18.06, 19.31, 20.55, 21.79, 23.03, 24.28
0.92, 2.00, 3.20, 4.42, 5.65, 6.89, 8.13, 9.37, 10.61, 11.85, 13.09, 14.34, 15.58, 16.82, 18.06, 19.30, 20.55, 21.79, 23.03, 24.27
0.92, 1.99, 3.19, 4.42, 5.65, 6.89, 8.12, 9.36, 10.61, 11.85, 13.09, 14.33, 15.57, 16.82, 18.06, 19.30, 20.54, 21.79, 23.03, 24.27
0.90, 1.98, 3.18, 4.41, 5.64, 6.88, 8.12, 9.36, 10.60, 11.84, 13.08, 14.32, 15.57, 16.81, 18.05, 19.29, 20.54, 21.78, 23.02, 24.26
